week_id,date,year,quarter,week_of_year,scenario,net_sales_observed,spend_tv,impr_tv,spend_search,impr_search,spend_social,impr_social,spend_display,impr_display,spend_video,impr_video,promo,covid_index,dgs30,mobility_index,competitor_ishare,baseline_true,exog_effect_true,noise_true,media_contribution_pct_true,stc_tv_true,ltc_tv_true,stc_search_true,ltc_search_true,stc_social_true,ltc_social_true,stc_display_true,ltc_display_true,stc_video_true,ltc_video_true,brand_stock_tv_true,brand_stock_video_true,brand_stock_social_true
35,2020-08-31,2020,3,36,S3,12.365,1.171956,0.047,0.184626,0.0579,0.208526,0.0153,0.095814,0.0194,0.5812,0.033,0.06,0.2886,1.3425,0.7924,0.4198,10.1096,-0.6666,0.1427,0.2248,0.5104,0.508,0.3392,0.0245,0.2622,0.1807,0.1156,0.0614,0.2925,0.4848,6.2797,3.2431,0.9334
36,2020-09-07,2020,3,37,S3,12.5356,0.866922,0.0361,0.213229,0.0735,0.244304,0.0168,0.111792,0.0231,0.361493,0.0185,0.07,0.3163,1.3289,0.7721,0.3728,10.3002,-0.6558,0.1177,0.2212,0.46,0.5024,0.4044,0.0256,0.2802,0.1817,0.1307,0.0632,0.2491,0.4761,6.2104,3.1846,0.9384
37,2020-09-14,2020,3,38,S3,10.6787,0.400074,0.0145,0.170317,0.0501,0.161057,0.0102,0.083597,0.0146,0.152359,0.008,0.0,0.3214,1.3752,0.7284,0.4248,9.5719,-1.221,-0.0197,0.2198,0.3248,0.4829,0.3102,0.024,0.2243,0.1762,0.1114,0.0612,0.1815,0.4511,5.9689,3.0171,0.9099
38,2020-09-21,2020,3,39,S3,10.5058,0.40216,0.0157,0.16615,0.0551,0.143283,0.0108,0.081507,0.0153,0.150941,0.008,0.0,0.3047,1.4364,0.7761,0.3787,9.3849,-1.0962,0.049,0.2064,0.2567,0.4654,0.3146,0.0233,0.205,0.1701,0.1039,0.0597,0.1406,0.4289,5.7525,2.8688,0.8786
39,2020-09-28,2020,3,40,S3,10.5044,0.396225,0.0155,0.149826,0.0503,0.152062,0.0097,0.086379,0.0168,0.149226,0.0073,0.0,0.3047,1.266,0.7862,0.4083,9.3735,-1.104,0.2127,0.1925,0.2183,0.4494,0.2933,0.0223,0.186,0.1659,0.1051,0.0592,0.1135,0.4092,5.5549,2.737,0.857
40,2020-10-05,2020,4,41,S3,10.2546,0.888361,0.0346,0.167915,0.0522,0.14719,0.0108,0.089649,0.0169,0.472805,0.0246,0.0,0.4554,1.3252,0.6659,0.3867,9.8352,-1.6108,-0.1304,0.2107,0.2915,0.4502,0.2978,0.0229,0.1882,0.162,0.106,0.0594,0.166,0.4166,5.5649,2.7867,0.837
41,2020-10-12,2020,4,42,S3,10.8568,0.973507,0.0352,0.168814,0.0533,0.15625,0.0107,0.091802,0.0194,0.486706,0.027,0.0414,0.4327,1.3539,0.6881,0.3749,9.9309,-1.2163,-0.1257,0.2089,0.3351,0.4531,0.3038,0.0231,0.1882,0.1597,0.1141,0.0597,0.2072,0.424,5.6004,2.836,0.8247
42,2020-10-19,2020,4,43,S3,10.7247,0.911651,0.0365,0.161101,0.0532,0.167864,0.0117,0.089383,0.0162,0.471043,0.0257,0.0,0.447,1.4731,0.6366,0.3447,9.9715,-1.6105,0.0363,0.217,0.3652,0.4541,0.3044,0.0228,0.1981,0.1587,0.1082,0.0596,0.2268,0.4295,5.6133,2.8732,0.8196
43,2020-10-26,2020,4,44,S3,10.6719,0.892022,0.0328,0.162863,0.0518,0.156034,0.0119,0.094763,0.0194,0.425623,0.0247,0.0,0.4469,1.4141,0.6714,0.375,9.8235,-1.5769,0.0831,0.2195,0.3636,0.4545,0.2983,0.0228,0.2046,0.1569,0.1155,0.0602,0.2343,0.4316,5.6186,2.8872,0.8104
44,2020-11-02,2020,4,45,S3,11.0659,0.890583,0.0318,0.173928,0.0613,0.160753,0.0103,0.087158,0.0159,0.448075,0.0257,0.0567,0.4577,1.4584,0.6507,0.3447,10.044,-1.1824,-0.1648,0.2141,0.3575,0.4549,0.3406,0.0233,0.1914,0.1558,0.1081,0.0597,0.243,0.4349,5.623,2.9089,0.8048
45,2020-11-09,2020,4,46,S3,11.1357,0.939512,0.0354,0.184191,0.0588,0.181418,0.0127,0.09214,0.0178,0.495111,0.0288,0.0456,0.47,1.363,0.6378,0.3926,10.0685,-1.3448,-0.015,0.2179,0.3723,0.4565,0.3373,0.0239,0.209,0.1566,0.1103,0.0599,0.2605,0.4406,5.6423,2.9468,0.809
46,2020-11-16,2020,4,47,S3,10.9568,0.923335,0.0365,0.172148,0.0598,0.175015,0.0112,0.097086,0.0198,0.435986,0.0223,0.0,0.4288,1.364,0.6958,0.4009,10.1172,-1.5742,-0.0188,0.222,0.386,0.4575,0.3414,0.0236,0.2021,0.1568,0.1178,0.0606,0.2449,0.442,5.6546,2.9564,0.8098
47,2020-11-23,2020,4,48,S3,14.9152,2.600799,0.0971,0.334788,0.1182,0.52071,0.038,0.154774,0.0335,1.214802,0.0635,0.18,0.4475,1.4424,0.694,0.3518,11.9496,-0.1609,-0.4431,0.2393,0.6937,0.49,0.6096,0.0299,0.4584,0.1775,0.1646,0.0668,0.3996,0.4796,6.0567,3.2078,0.9166
48,2020-11-30,2020,4,49,S3,15.14,2.247931,0.0891,0.296208,0.1072,0.498749,0.0326,0.134089,0.0248,1.170959,0.0635,0.18,0.4796,1.4229,0.6762,0.3709,11.5334,-0.2776,-0.0439,0.2595,0.8234,0.5138,0.6127,0.0305,0.5213,0.1934,0.1606,0.0689,0.4926,0.511,6.3507,3.418,0.9988
49,2020-12-07,2020,4,50,S3,11.6945,0.5018,0.0201,0.194803,0.0675,0.190249,0.0124,0.09822,0.0207,0.204518,0.0115,0.0,0.4351,1.4674,0.6999,0.3475,10.2034,-1.5676,-0.0315,0.2642,0.5527,0.4968,0.4315,0.0266,0.3539,0.1881,0.1457,0.0666,0.3413,0.4869,6.1406,3.2566,0.9717
50,2020-12-14,2020,4,51,S3,11.1484,0.501416,0.0197,0.185916,0.0645,0.198037,0.0138,0.090084,0.0196,0.181947,0.0097,0.0,0.4336,1.4306,0.6726,0.3464,10.0721,-1.5649,-0.0321,0.2398,0.4019,0.4815,0.3817,0.025,0.2929,0.1844,0.1347,0.0642,0.2433,0.4635,5.9514,3.1004,0.9525
51,2020-12-21,2020,4,52,S3,15.5773,2.458393,0.1013,0.34701,0.1198,0.556671,0.042,0.148364,0.028,1.108519,0.0575,0.15,0.454,1.4539,0.6665,0.3715,12.0856,-0.5134,0.2832,0.2389,0.7236,0.5094,0.6251,0.0308,0.5373,0.2018,0.1559,0.0685,0.375,0.4945,6.297,3.3074,1.0422
52,2020-12-28,2020,4,53,S3,12.1503,0.460379,0.0199,0.191199,0.0684,0.211854,0.0145,0.089944,0.0185,0.173829,0.0089,0.15,0.4669,1.4479,0.6652,0.3522,9.8703,-0.4406,-0.2432,0.2439,0.4968,0.4914,0.4385,0.0265,0.3822,0.1966,0.1364,0.0654,0.2606,0.4694,6.0744,3.1399,1.0157
53,2021-01-04,2021,1,1,S3,11.7677,1.71382,0.0697,0.260435,0.0941,0.340867,0.0241,0.121652,0.0249,0.79536,0.0438,0.0,0.5002,1.5789,0.6273,0.3848,10.4915,-1.8671,-0.1649,0.2811,0.6192,0.5058,0.5188,0.0281,0.4049,0.2008,0.1468,0.0668,0.3306,0.4864,6.2525,3.2536,1.0372
54,2021-01-11,2021,1,2,S3,10.4959,1.000962,0.0435,0.191555,0.0643,0.238262,0.0157,0.094775,0.02,0.419501,0.022,0.0,0.5266,1.5804,0.6077,0.3373,9.8374,-1.8029,-0.5224,0.2843,0.5561,0.5038,0.3981,0.0257,0.3337,0.1977,0.1367,0.0649,0.2858,0.4813,6.2275,3.2194,1.0214
55,2021-01-18,2021,1,3,S3,10.8974,0.950323,0.039,0.196357,0.072,0.229372,0.0167,0.103199,0.0194,0.430684,0.024,0.0,0.5171,1.459,0.6286,0.364,9.9051,-1.7912,-0.0962,0.2643,0.4992,0.5007,0.4095,0.0252,0.3116,0.1946,0.1297,0.0645,0.2672,0.4775,6.1897,3.194,1.0051
56,2021-01-25,2021,1,4,S3,11.1589,1.02336,0.0409,0.207074,0.0685,0.265362,0.0201,0.096308,0.0203,0.48026,0.0271,0.0,0.5168,1.4276,0.6112,0.3429,10.222,-1.8491,-0.0791,0.2568,0.4775,0.4998,0.3956,0.0255,0.3343,0.1945,0.129,0.0635,0.2682,0.4772,6.1777,3.1919,1.0045
57,2021-02-01,2021,1,5,S3,11.8645,3.870639,0.1446,0.212283,0.0671,0.253849,0.0198,0.109603,0.0236,1.433642,0.0753,0.0,0.5111,1.6301,0.6021,0.3539,10.1457,-1.8347,-0.102,0.3081,0.98,0.5453,0.3864,0.0259,0.342,0.1936,0.1391,0.0644,0.4606,0.5184,6.7403,3.4674,1.0
58,2021-02-08,2021,1,6,S3,13.1653,3.958884,0.1777,0.19975,0.0705,0.275541,0.0193,0.114114,0.0242,1.602094,0.0927,0.0,0.5466,1.6394,0.5818,0.3262,10.5622,-2.0033,0.2215,0.3331,1.4205,0.5873,0.4003,0.0254,0.3401,0.1943,0.1459,0.0653,0.6455,0.5602,7.2601,3.7475,1.0038
59,2021-02-15,2021,1,7,S3,12.8983,0.969576,0.0387,0.212931,0.0686,0.276359,0.0184,0.100001,0.0217,0.466463,0.027,0.05,0.4959,1.529,0.6408,0.3313,10.3533,-1.3727,0.1721,0.2904,0.9731,0.5764,0.3942,0.0258,0.331,0.195,0.1416,0.0645,0.4949,0.5492,7.1249,3.6734,1.0071
60,2021-02-22,2021,1,8,S3,13.089,0.947546,0.0392,0.221438,0.0843,0.310783,0.0251,0.103165,0.022,0.528599,0.0313,0.058,0.4599,1.487,0.6551,0.3272,10.7763,-1.2483,0.0156,0.2709,0.7296,0.566,0.4651,0.0263,0.3917,0.1977,0.1402,0.0643,0.4216,0.5431,6.9965,3.6325,1.0209
61,2021-03-01,2021,1,9,S3,12.8395,0.91352,0.0416,0.233249,0.0897,0.296875,0.0208,0.101908,0.0229,0.509898,0.029,0.0352,0.3321,1.625,0.7577,0.31,10.5075,-0.9757,-0.0741,0.2634,0.6075,0.5558,0.5038,0.027,0.3773,0.199,0.1424,0.064,0.3685,0.5366,6.8703,3.5893,1.0279
62,2021-03-08,2021,1,10,S3,12.8902,0.53897,0.0234,0.225663,0.0765,0.304534,0.0207,0.119642,0.0265,0.220219,0.0125,0.0,0.2908,1.6665,0.7953,0.3374,10.8328,-1.1844,0.2052,0.2356,0.4503,0.5359,0.451,0.0269,0.3696,0.2006,0.1549,0.0657,0.2709,0.5108,6.6238,3.4167,1.036
63,2021-03-15,2021,1,11,S3,13.1175,0.889674,0.0399,0.228845,0.0774,0.3373,0.0273,0.110279,0.0232,0.333541,0.0186,0.04,0.3022,1.7099,0.7659,0.3346,10.9982,-0.9056,-0.004,0.2309,0.4455,0.5281,0.4448,0.0269,0.4297,0.2038,0.1508,0.0658,0.2365,0.497,6.5273,3.3243,1.0528
64,2021-03-22,2021,1,12,S3,13.7474,1.525698,0.0672,0.284598,0.0953,0.408024,0.0328,0.129566,0.025,0.558314,0.0327,0.04,0.3262,1.6458,0.7705,0.331,11.5422,-1.0131,-0.1637,0.246,0.5782,0.5352,0.5255,0.0292,0.5104,0.2104,0.1545,0.0678,0.2719,0.4988,6.6157,3.3364,1.0869
65,2021-03-29,2021,1,13,S3,14.0241,1.577969,0.0688,0.264861,0.1041,0.388417,0.0278,0.127976,0.0292,0.584376,0.0358,0.04,0.268,1.6014,0.8066,0.3476,11.6236,-0.8289,-0.3432,0.2548,0.6595,0.5427,0.5821,0.0291,0.4985,0.2148,0.1696,0.069,0.3058,0.5018,6.7078,3.3565,1.1093
66,2021-04-05,2021,2,14,S3,13.4893,1.609116,0.0686,0.224684,0.0769,0.352702,0.0256,0.123984,0.0275,0.64567,0.0349,0.0,0.275,1.6153,0.7691,0.3436,11.2875,-1.2172,-0.0883,0.26,0.7028,0.55,0.4685,0.0274,0.4712,0.2164,0.1716,0.0694,0.3224,0.5076,6.7982,3.3956,1.1175
67,2021-04-12,2021,2,15,S3,13.9066,1.104562,0.046,0.222902,0.0823,0.31834,0.0261,0.116549,0.0226,0.543739,0.0326,0.0385,0.268,1.6606,0.8279,0.3051,11.1206,-0.7591,0.1509,0.2441,0.6147,0.546,0.4706,0.0269,0.4637,0.2156,0.1571,0.0689,0.3233,0.5074,6.7489,3.3937,1.1138
68,2021-04-19,2021,2,16,S3,13.6456,0.983128,0.0459,0.218076,0.082,0.30124,0.0212,0.116674,0.0227,0.540989,0.0291,0.0,0.2841,1.645,0.7769,0.3181,11.1279,-1.2014,0.4553,0.2392,0.5655,0.5395,0.4695,0.0265,0.4132,0.214,0.1504,0.0685,0.3097,0.507,6.669,3.391,1.1055
69,2021-04-26,2021,2,17,S3,13.9804,1.405876,0.0634,0.247328,0.0963,0.40685,0.0304,0.140784,0.0286,0.750649,0.0466,0.0,0.3088,1.6092,0.7353,0.2964,11.7819,-1.3686,0.0123,0.2543,0.6257,0.5431,0.5348,0.0276,0.4798,0.2187,0.1655,0.0707,0.3713,0.5174,6.7135,3.4606,1.1297
70,2021-05-03,2021,2,18,S3,13.0906,1.104884,0.0507,0.230256,0.0762,0.301775,0.021,0.11015,0.0245,0.54897,0.0318,0.0,0.3105,1.8024,0.7462,0.3077,11.1979,-1.3032,-0.1531,0.2558,0.5957,0.5398,0.4562,0.0272,0.4189,0.2166,0.1602,0.069,0.3492,0.5162,6.6728,3.4528,1.1186
71,2021-05-10,2021,2,19,S3,12.833,1.094018,0.0458,0.237538,0.094,0.298355,0.0209,0.120355,0.0258,0.545539,0.0318,0.0,0.3055,1.7893,0.7504,0.2937,10.9959,-1.2532,-0.237,0.2593,0.5546,0.5366,0.5216,0.0274,0.3906,0.2146,0.1617,0.069,0.336,0.515,6.6331,3.4447,1.1085
72,2021-05-17,2021,2,20,S3,13.1974,1.119143,0.049,0.234834,0.0801,0.31848,0.0226,0.105655,0.0237,0.486416,0.0268,0.0,0.2717,1.7568,0.7972,0.3368,11.0033,-1.1484,0.1104,0.2449,0.5482,0.5343,0.4712,0.0274,0.3946,0.2142,0.1558,0.0675,0.3084,0.5105,6.6045,3.415,1.1065
73,2021-05-24,2021,2,21,S3,14.3843,1.68991,0.0709,0.248877,0.0887,0.385317,0.0291,0.129285,0.0296,0.811846,0.0515,0.08,0.2538,1.654,0.8042,0.3105,11.5724,-0.3905,-0.3529,0.2472,0.6533,0.544,0.5004,0.0279,0.4583,0.2177,0.1714,0.0689,0.39,0.5234,6.7241,3.5007,1.1246
74,2021-05-31,2021,2,22,S3,15.1513,1.71633,0.0771,0.274308,0.0961,0.428748,0.0342,0.13922,0.0303,0.778544,0.0424,0.08,0.3011,1.7428,0.7674,0.2979,11.7926,-0.5631,0.1101,0.2516,0.7418,0.5532,0.5403,0.0291,0.5365,0.2229,0.1813,0.0708,0.4028,0.5331,6.8377,3.5659,1.1513
